879,"""This is the first Marvel movie in a long time that didn't make me want to fast-forward to the end. It runs on fan service, cameos and everything that came before. I liked it well enough, but I got the feeling throughout that Disney is throwing a bunch of stuff we've really wanted at us in a sloppy, disorganized way, in the hopes that we will forget about all the flops and start coming to their movies again. It's almost like someone told Ryan Reynolds to make something we'll like because the money is drying up and they need a hit. This movie isn't going to fix anything like a lot of people thought it would. Not as good as 1, but better than 2. I'll probably watch it again.""",Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,"""My dad fell asleep during this. Twice. If he'd been awake, we could have left.This movie is shockingly boring. We couldn't figure out why until discussing it in the car. And then, lightbulb, we realized: there is no point to watching two perfectly matched, immortal beings fight.There are no stakes. We all know no one is going to die or suffer any consequences for longer than five seconds. So every fight scene was basically the equivalent of watching two toddlers squabble. But with even the threat of a time out removed. It got tiresome immediately, yet continued the entire film. The thing could have been about thirty minutes long if they pulled the gratuitous, but pointless, fight scenes out.The multiverse stuff has further removed the stakes, since if anything bad happens, they can just rewrite it and start over in a new film.This movie is yet another fan-service circle jerk. The entire film is set up to feed the audience a string of obscure, niche character and forgotten fandom cameos, with the weakest of plots holding it together like used chewing gum to justify it. They pulled from Marvel, they pulled from XMen, then it got weird and they started pulling from other fandoms, like Mad Max and Blade. I'm honestly shocked Star Wars didn't end up in there, somewhere, but maybe that would have blown the budget and the nerd audience's heads.Having grown up casually watching the XMen cartoon after school everyday in the 90's, I admittedly recognized about 80% of the cameod characters, and had a brief flare of """"oh, it's that one guy! Uh.."""" Before again wondering what the point was, because there was little point to them being there other than to be fan-service.My dad had NOT grown up with that particular after school cartoon and said he was completely lost and didn't know who anyone was or why they kept introducing more and more of them.This one feels for-fans-only. If you are the sort to freak out that Wolverine is in a comic-accurate costume and feel sustaining delight at a five second glimpse of some random character who was in a couple episodes thirty years ago in a crowd fight scene, this movie is for you. If you are the sort to realize there are reasons why they haven't used the comic costume, like how it makes Wolverine look like he's got roided-out collar bones in a really, really weird way, and have been a casual viewer of all things Marvel-owned, you won't get the references and will bored, missing what's nine tenths of the film's purpose, so skip it.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,"""Remember back in 2022 when Dr Strange: Multiverse of Madness came out? That was when everyone was so pumped up after No Way Home that they were expecting another bang from the MCU? Especially when 'Multiverse' was attached to it, everyone thought they would be tons of cameos, many WOW moments and the scope would be bigger before everyone was kinda disappointed because it was not what we expected it to be though... the film is still good. Just the hype that actually killed the film.Now, after watching Deadpool & Wolverine, it felt like Disney and MCU had learned from that because oh boy, everything you wanted in Dr Strange back in 2022, you will get it here in this third installment. This is a love letter to all the fans. It's a movie that's going to SAVE future MCU movies. From the moment the film began, we knew that everyone in it had so much fun making this. It's quirky, it's jaunty and it's all about giving back to the society.Did I hear cameos? Yeppy, the number of cameos here is the one you would be satisfied with. It's a lot for a 2-hour film. And what's great is that the cameos aren't just limited to the characters, but also to objects, physical references, locations and etc. A lot of the brainstorming and creative processes go to making sure they bring the best out of these cameos. And believe us when we say that they honour the cameos so much more they what they did for Multiverse of Madness. They took note and made sure they delivered the cameos the right way that it should be.Previous Deadpool showed a lot of gore. Now, add Wolverine into it and this is the goriest we've seen MCU pulled in their movie since Iron Man 1. It's satisfying. What we've been hoping from Disney not to tone down anything, they even made this one even better. Blood is this movie's middle name and we're in for a treat.Is the plot interesting enough? Well, it's a bit more complicated to answer this one. Definitely, this is a fun wild ride from beginning until the end, it's like walking down the memory lane. But we cannot overlook that this film does rely on those cameos and fan services to make an impact in its storytelling. Throw all the fan services out there, will it still be good? Might be but it will be another post-covid MCU film. But hey, one thing's for sure, it opens to A LOT of doors for future MCU films. The right doors. But hey, Deadpool & Wolverine has plenty to look out for. The stakes are higher, the villain is formidable and the titular characters' arcs are just golden.Deadpool being Deadpool, it's such a treat watching",Positive,really feels like Deadpool,is directing this movie. And writing,it. And putting all the jokes in it.,"All the jokes are mostly on point. Some are verbally explicit, some really got us laughing","out loud,",some are even fresh,from,"the oven, it's unheard of. The",movie,really knows,what the fans,want.But,one,thing to note,"of, you",need,to have a good pop culture knowledge for,you to understand a lot of the jokes,or references here. This may be a downside for some especially the,general,audience. It is a,bit hard if you don't follow the current trends or news that's happening. You may be left a tad,bit,"confused.While the fun is there,",sometimes,they,might,be,having,too,much,fun?,To,the,extent,that,some,scenes,felt,way,too,parodied.,It,took,us,out,from,the,experience,a,bit.,The,CGI,felt,off,at,"times,",with,the,scenes,and,contexts,became,too,ridiculous.,It's,like,they,had,total,freedom,to,do,what,they,wanted,without,really,thinking,through,where,the,story,should,go,next.,I,"mean,",having,total,freedom,is,a,rare,but,great,thing,in,Hollywood,but,if,it's,too,"much,",then,it's,too,much.Adding,to,"that,",it,did,feel,like,it,was,a,free,roam',film.,It's,not,properly,thought,out,through.,It's,empty,at,"times,",relying,on,cameos,and,jokes,to,sustain,audience's,interest.,It's,sort,of,like,a,museum,filled,with,artifacts,and,vintages,and,rarely,seen,treasures,but,there,wasn't,really,a,strong,cohesive,narrative,to,end,it,with,a,bang.,It,meanders,without,a,clear,direction,for,the,bigger,scope,of,the,MCU.,Not,to,say,that,the,plot,isn't,"interesting,",it,still,is,but,just,not,on,par,with,everything,else,we're,getting,in,this,film.You,might,think,this,is,a,nitpick,but,we,felt,there's,one,particular,music,that,is,in,the,track,list,that,had,so,much,potential,but,was,enormously,wasted.,They,could,have,done,so,much,more,with,the,song!,"Like,",SO,MUCH,MORE.,Why,put,it,out,there,if,you're,gonna,properly,use,it?,Might,as,well,just,cut,the,song,entirely.,Such,a,wasted,opportunity.,Sigh.Verdict:,Deadpool,&,Wolverine,is,like,a,fanboy's,wildest,dream,come,true!,It's,the,ultimate,love,"letter,",packing,in,all,the,juicy,stuff,we,wished,for,from,Dr.,Strange:,Multiverse,of,Madness-think,epic,"cameos,",fan,service,"galore,",and,gore,that,makes,Iron,Man,look,like,a,teetotaler.,It's,a,"zany,",nostalgic,joyride,that,flings,open,doors,for,future,MCU,madness.,If,you're,itching,to,relive,the,epic,feels,of,Infinity,"War,","Endgame,",and,No,Way,"Home,",buckle,"up,",buttercup-you're,in,for,a,rollercoaster,of,epicness.,Chef's,kiss,muahhh-this,one's,a,"riot!"""
882,"""And to understand some of the Easter eggs, jokes, and scenes, you even need to know about planned or canceled movies. There are various superheroes who appeared that I didn't expect, but some that I did expect did not make an appearance. It's a must-see for all Marvel fans. The fight choreography, music, jokes, Easter eggs, and CGI were really great.Here are a few negatives about the movie.1. The trailers after the second one weren't necessary; based on the final trailer, I expected a bit more but was cautious.2. The motivation for why the TVA chose Deadpool is a bit weak, and the story of how Wolverine left the X-Men hanging is also too brief.3. Some scenes with Peter could have been omitted.""",Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,"""""""Deadpool 3"""" is a thrilling and hilarious continuation of the franchise, bringing back the beloved anti-hero with his signature wit and irreverence. The film excels in balancing outrageous humor with heartfelt moments, all while delivering action-packed sequences that keep viewers on the edge of their seats. The ensemble cast shines, with standout performances that add depth and charm to the story. Fans of the series will appreciate the clever callbacks and fresh twists. Overall, """"Deadpool 3"""" is a must-watch for anyone seeking a blend of comedy, action, and a touch of emotion in their superhero fare.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,"""Awesome movie! Lot of funny humor. Multiple occasions where the whole room started laughing. Great story! It did not make a lot of sense but I did not really matter, in the moment it was fun and funny! The jakes went a little further then normally to be honest but if you are a Deadpool fan that means extra fun! The movie started off great! And ended even greater! The movie was full of unsuspected moments (that I wont spoil). I went with my mom who does not know anything about marvel (only Spiderman) but had no problems following a few jokes here and there about moments from past films but nothing to worry about not being able to follow the movie. As I said would definitely recommend this movie! It will go on my personal favorites list.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,"""Hugh Jackman is the perfect Wolverine. What a fun movie. I like the dialogue and clever quips with f bombs sprinkled in. It's definitely not taking itself too seriously. There is tons of fun cameos I didn't expect! I normally watch spoiler videos ahead of time, but I didn't on this occasion and I'm glad I didn't because there was some oh snap moments! It's a very good action packed fun film. The breaking the Fox jokes and speaking to the camera jokes are too funny. I can definitely see more sequels for these two on the horizon. They are promoting this movie hard I just watched these two on Hot Ones eating chicken wings They make a dynamic duo. Until your 90 Wolverine ...until your 90 lol.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,"""What a crazy blast ! Bonkers !!Sooo !...",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,"What I can say about this movie is that they (the whole team behind the movie) never hesitated a second to go all in, with everything they have in stores, throwing the kitchen sink in there and everything else.What's to love is how highly satisfying the movie is from the very first to the very last second, when it comes to all the little (or not so little) winks at the audience, especially if you connect with the characters and their previous iterations...But what you can really appreciate and which makes the entire movie (and scenes / story bits) more enjoyable is the whole emotional layer of it and really fun connections that occur (the come-back or introduction of various characters was so well done and really great to see) ...These guys clearly know what they are doing.Between the one-liners and the endless flow of jokes... The chemistry between Ryan Reynolds and Hugh Jackman knocks it out of the park !It is so overflowingly cray-cray and the frame is oh so overfilled with stuffs...Oh, and the tone of the movie is something else !The intro sequence is a masterpiece... The """"corridor"""" type of fight scene (that's in fact in a street) around the end the movie, it's just...a banquet of madness.Plus, the soundtrack is -like in the previous movies- super satisfying.I am quite excited for what there is to come next in the MCU and for these characters we've seen in this movie...""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,"""We've waited so long for this moment, and it was beyond fun, wholesome, full of surprises, emotional and epic! Ryan Reynolds, Hugh Jackman and Shawn Levy pour out their hearts for this movie to be what is it.It's beyond the MCU timeline, it's beyond even FOX's """"X-Men"""" movies. It's about all the kids who grew up with these movies and these characters. The kids, who are now adults, but still love every bit of it.You know it's going to be fun with these two, but man... I laughed so hard, even my stomach was feeling it. And the jokes... be sure this is not Deadpool watered down in the MCU, it's Deadpool at its best. The inevitable bromance unveiled before our eyes. The story is fine, nothing special, but you feel it, and knowing the past knowledge about these characters and their respective universes makes everything hit the emotions.What about the cameos, you'd ask, I guess? Well, we already know about a bunch of them, but be sure, there's a bunch more and even the ones we already knew are more than what meets the eye.Emma Corrin as the villain Cassandra Nova is such a good addition to the movie and to the MCU as a whole. She is smart, strong, cold-blooded and also makes fun of our two leads.The action and the visuals are beyond amazing. There are some really, really creative scenes, where adamantium swords and claws create such a mayhem, that makes everything so bloody!The music choice is great and fun, at times could crack you so much. The opening scene is pure gold!Can't praise the movie enough, but """"Deadpool & Wolverine"""" is definitely in my top 5 cinema experiences, and you can easily guess the other ones. The whole theater was laughing, cheering and sobbing like a one person. What more could you ask for? Also, the movie got such a rewatchability factor, the length is perfect and be sure it will make tons of money! You can't possibly catch all the details in the first viewing for sure, but you will want to, so you'll go again and again... and again.What about the credit scene, you might ask? I kind of don't want to say anything about it because I don't want to spoil even the possible direction your thought is taking. Just stay for it, also during the credits there is something really beautiful. It's nowhere near """"fun filler"""", it's not """"Infinity War"""" level too, but it's a great movie, and it's one of MCU's finest!""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,"""So many Easter Eggs, so true to the comic characters, and may have possibly single handedly saved the MCU. Everything you'd expect from a deadpool movie plus. Haven't left a theatre so buzzy in a very long time. Rips to shreds the tedium of the last 5 years of the MCU and makes you think there may be life after Endgame after all. Cinematic feel was great, amazing soundtrack and I'll probably go back again over the weekend to watch again. So lucky in NZ to get these preview nights w to 3 days before the rest of the world see them. God bless you Mr's Levy, Reynolds and Jackman, a laugh a minute ride!""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,"""I read an IGN review where the guy gave it a 7 because the story was poor.The guy really needs to read the room.You do not go to see Deadpool for a great, in-depth story which will make you think.You go to see Deadpool for fun, for obscene fight scenes, great jokes, bad jokes... Ridiculous deaths, sarcasms, obnoxious non PC comments and most importantly the most amazing music which brings it all together.And Deapool and Wolverine has that on every possible way.If you want to see this film, go to the cinema, don't wait for TV because you will miss one of the biggest and best watches to ever hit the big screen.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,"""Went to an early midnight screening in a packed Imax. The whole theater was laughing and cheering throughout the movie. The story can be a little confusing, but it was fun all the way, I didn't feel bored even for a second. The action was very bloody and goofy, the jokes were hardcore and the movie is very meta. The one thing I especially liked is that there are actually emotional scene that aren't actually undercut with jokes, a thing that a lot of newer MCU movies tend to do. But this is still more of a Fox than a MCU movie. If you liked previous Deadpool movies you'll like this one too. Hugh Jackman is amazing as Wolverine and the cameos are really something special, especially because they're usually more that just that.It's a fan service, but who cares - it's a entertaining fun summer blockbuster that gives you what you've paid for.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,"""I saw this at an early fan screening and it was pure cinematic candy. I'm confident that it's the best movie of the summer!The whole audience was constantly either laughing, cheering or clapping. The jokes were hilarious and the cameos were amazing (and so many of them!). I won't spoil anything, but there were multiple cameos by characters you'll never see in any other movie, and I loved them. Fans of comic book movies will have a field day with all the references.It might be recency bias, but it's probably my favourite Deadpool movie (and I loved the first two). They definitely knew what the fans wanted (and what they didn't know they wanted) and gave it to them. Another hit from Shawn Levy.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,"""I feel i'm in the minority here but I can't bring myself to rate this film over a 6, which feels such a shame. The first 2 Deadpool's are some of my all time favourite films, they're easy to watch, fun, hilarious, plenty of heart. When the credits rolled for Deadpool and Wolverine I thought to myself, would I watch this again? Probably not and I can't put my finger on why this one just felt so off? I'm not taking anything away from the acting of Deadpool or Wolverine as both gave their all during this but the story completely let them down. I've seen people say """"oh it's Deadpool don't read into these films too much, just enjoy them"""" in a sense that's true but the first 2 films had a coherent story and plot which are very engaging. Watching 2 immortal beings consistently insult then fight each other 6/7 times throughout can get a bit repetitive and I felt that around halfway through. Where was Collusus? Megasonic? Dulpinder? I wish we had so much more of these guys but they had about 5 minute screen time throughout the whole film. The problem with this Multiverse BS is the lack of stakes, anything is possible where some things should have an end and plot armour becomes so stale. The cameos I honestly couldn't care for, Marvel need to stop shoe horning in old characters for the hope of making the audience giddy and focus on a compelling plot and story. I wanted to love this film as much as everyone else but I can't lie to myself. The acting was good (props to Cassandra, she was cool), some funny moments and some good action made it a solid 6. This film I kind of count as a stand-alone film and not a """"Deadpool 3"""", the first 2 in my opinion are much more enjoyable.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,"""D&W is a film that objectively deserves a nice 4: full of holes in the plot, history to forget and probably one of the most lame of the whole MCU, characters without any emotional depth and many other cinematic horrors. Wolverine is reduced to a mere character that serves only to support the jokes of Deadpool. Which is a shame, since Jackman is a great actor who could have been used much more. The title of the most suitable film would be: Deadpool (written in giant letters) & a bit of Wolverine (as subtitle). The villain is terrible to say the least: almost non-existent motivations, a little random powers and a forced and fake acting. The secondary characters are strung with force , according to the fan service fashion to which the film continually winks. So why is my grade 6? It's simple: it's funny. It's a very flat and drawn-out movie, but it's funny, and not little. The irony of this film is unmatched and it makes fun of anything, following a comical pattern that has disappeared with the culture of politically correct (Disney...). The final film is free, unrestrained, unregulated and minimally influenced. Get ready to laugh every 10 minutes: the jokes are so sharp that it's almost impossible not to mention a small smile. It's a pity that comedy is not enough, if everything else is as mediocre as few films.Honorable mention for Dogpool, who, believe me, is the best actor in the film. And that says a lot.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,"""Story was a 4/10 max. I genuinely got bored and if Ryan Reynolds wasn't there to make it actually funny I probably would've walked out. The fact I'm giving them 2 starts on top of the 4 just because it was funny is crazy.I don't know when Marvel will learn that this multi-verse is ruining them. They're out of ideas and just throwing it into films (as suggested by Ryan in the movie).Saddest part was the fact it was actually really funny. I would say it was probably funnier than the original Deadpool. The potential this franchise has and the past 2 have been complete let downs.Also, if anyone even paid attention to the original Deadpool, surely you know he became the killer he is to avenge his girlfriend's death... and they just completely undid all of that. Disney is like the franchise just buying companies and just eating away at them until there is nothing left. If they can ruin a Deadpool film like this god help them.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,"""When did cursing more become a recipe for humour?Much of the film is filled with Wolverine and Deadpool needlessly stabbing of one another as if that was going to help the plot.The cameos were more time fillers because the plot itself was without any substance.They should stop Ryan Reynolds from writing screenplays. Anyone encouraging him should be accused of having an agenda.If you feel that my review is stupid, ask yourself what's left of the film once you remove stupid insults, stabbing, shooting and witless sexual references?I get that the film is a fantasy action film. It just doesn't deliver on any other level other than being base comedy.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
